timestamps,TP9,AF7,AF8,TP10,Right AUX
1744258445.556,-128.906,-55.664,-262.207,-77.148,-133.301
1744258445.560,-12.207,-34.180,62.012,-48.828,-43.457
1744258445.564,47.852,-24.414,218.262,-25.391,-19.531
1744258445.568,-33.691,-36.133,-55.664,-45.410,-50.781
1744258445.572,-114.746,-45.410,-269.531,-61.523,7.812
1744258445.576,-65.430,-31.250,-22.949,-26.367,106.934
1744258445.580,31.250,-22.461,244.141,0.000,135.254
1744258445.584,-12.207,-42.480,43.457,-39.062,11.230
1744258445.588,-118.652,-57.617,-276.855,-79.102,-88.867
1744258445.591,-93.750,-47.363,-160.645,-47.363,-9.766
1744258445.595,26.855,-25.879,194.824,-6.348,170.898
1744258445.599,29.297,-23.926,159.668,-23.438,102.051
1744258445.599,29.297,-23.926,159.668,-23.438,102.051
1744258445.603,-74.219,-46.875,-209.961,-47.852,-77.637
1744258445.607,-103.516,-52.734,-230.957,-36.621,-19.043
1744258445.611,-7.812,-29.785,125.000,-9.277,83.984
1744258445.615,46.387,-22.461,195.801,-8.789,72.266
1744258445.619,-62.988,-40.039,-138.184,-41.992,-21.973
1744258445.623,-117.676,-41.016,-249.023,-42.480,-49.316
1744258445.627,-25.391,-27.832,58.105,1.465,11.230
1744258445.631,26.367,-22.461,235.840,17.578,30.762
1744258445.634,-42.480,-38.574,-22.461,-13.184,12.695
1744258445.638,-122.559,-49.805,-258.789,-54.199,-35.645
1744258445.642,-68.359,-37.598,-53.711,-47.852,-11.230
1744258445.646,32.715,-23.926,237.793,-15.625,-0.977
1744258445.650,7.812,-36.133,97.656,-28.320,-79.590
1744258445.654,-101.074,-52.246,-228.516,-60.059,-130.859
1744258445.658,-94.727,-44.434,-161.133,-55.664,-60.059
1744258445.662,26.367,-29.297,183.594,3.906,28.809
1744258445.666,24.414,-29.785,194.824,7.812,-79.590
1744258445.670,-97.656,-47.363,-152.344,-64.453,-114.746
1744258445.674,-129.395,-50.293,-231.445,-71.777,-13.672
1744258445.677,-15.625,-33.203,103.027,-17.578,49.805
1744258445.681,40.527,-30.762,213.379,-0.977,26.855
1744258445.685,-48.828,-46.387,-105.469,-31.738,-35.156
1744258445.689,-105.957,-51.758,-265.137,-64.453,60.547
1744258445.693,-24.902,-35.645,25.391,-30.762,166.016
1744258445.697,48.340,-31.250,225.586,2.930,95.703
1744258445.701,-20.508,-40.039,-7.324,-24.902,-26.855
1744258445.705,-115.234,-55.176,-281.738,-51.758,-66.895
1744258445.709,-67.383,-41.504,-113.281,-34.180,-37.109
1744258445.713,43.945,-15.625,205.078,4.395,44.434
1744258445.717,18.555,-22.461,111.816,0.488,-0.488
1744258445.720,-101.562,-47.363,-225.098,-62.988,-96.680
1744258445.724,-86.426,-49.316,-195.801,-79.590,-71.289
1744258445.728,27.832,-24.902,154.785,-10.254,11.230
1744258445.732,25.391,-32.715,164.551,4.395,-14.160
1744258445.736,-80.078,-53.223,-189.453,-50.781,-89.844
1744258445.740,-111.816,-47.852,-261.230,-50.293,-65.918
1744258445.744,-17.090,-32.227,77.637,-6.348,-24.414
1744258445.748,31.738,-27.344,213.867,-1.465,-89.355
1744258445.752,-52.734,-46.875,-92.285,-42.480,-158.203
1744258445.756,-106.445,-58.594,-285.156,-67.383,-134.277
1744258445.760,-27.344,-39.551,-27.344,-22.461,-67.871
1744258445.763,41.504,-21.484,215.820,5.859,-22.949
1744258445.767,-16.602,-31.738,28.809,-13.184,12.695
1744258445.771,-104.004,-50.781,-271.484,-54.688,-61.523
1744258445.775,-91.797,-49.805,-152.344,-34.668,-49.805
1744258445.779,10.254,-26.855,169.434,24.902,17.578
1744258445.783,24.902,-20.508,100.586,-11.719,-27.832
1744258445.787,-81.543,-39.551,-225.098,-66.406,-84.961
1744258445.791,-99.121,-43.457,-223.145,-65.918,-66.406
1744258445.795,8.301,-24.902,110.352,-10.254,14.160
1744258445.799,29.785,-24.902,148.438,-9.277,-14.160
1744258445.803,-62.500,-40.039,-158.691,-50.293,-90.332
1744258445.806,-95.703,-41.992,-262.207,-82.520,-22.461
1744258445.810,2.441,-23.438,49.316,-41.504,20.508
1744258445.814,66.406,-13.672,234.863,5.859,11.719
1744258445.818,-20.508,-36.621,-53.223,-27.344,22.461
1744258445.822,-97.168,-55.176,-295.898,-64.453,-2.930
1744258445.826,-38.574,-40.039,-72.266,-36.621,3.906
1744258445.830,57.617,-18.555,197.754,17.090,-17.090
1744258445.834,15.625,-27.832,41.504,-4.395,-88.867
1744258445.838,-106.445,-46.387,-269.531,-50.781,-60.547
1744258445.842,-100.586,-43.945,-173.340,-31.738,-25.391
1744258445.846,13.672,-26.367,174.316,13.672,-18.066
1744258445.849,30.762,-23.926,149.414,12.207,57.129
1744258445.853,-85.938,-42.480,-196.289,-55.176,-14.648
1744258445.857,-111.328,-40.039,-215.820,-74.219,-34.180
1744258445.861,0.000,-23.438,121.094,-19.043,41.016
1744258445.865,38.574,-27.344,195.801,-13.672,-22.461
1744258445.869,-60.547,-49.805,-130.859,-58.105,-67.383
1744258445.873,-108.398,-52.734,-271.484,-72.754,-34.180
1744258445.877,-26.855,-29.785,42.480,-35.645,-45.410
1744258445.881,21.484,-23.438,242.676,-13.184,-56.641
1744258445.885,-31.250,-49.805,-30.273,-31.250,-126.465
1744258445.888,-99.121,-67.871,-291.016,-77.637,-107.422
1744258445.892,-67.383,-51.270,-96.191,-64.453,-55.176
1744258445.896,25.391,-29.297,205.566,3.906,-63.477
1744258445.900,-9.766,-34.180,42.480,-46.875,-39.551
1744258445.904,-116.699,-42.969,-263.672,-103.027,15.625
1744258445.908,-91.309,-31.250,-175.781,-61.523,15.625
1744258445.912,25.879,-21.484,149.414,-11.719,-8.789
1744258445.916,32.715,-29.297,128.418,-10.742,-38.574
1744258445.920,-81.543,-48.828,-225.586,-53.711,-143.066
1744258445.924,-111.816,-52.734,-274.414,-66.895,-120.605
1744258445.927,-8.301,-35.156,71.777,-39.551,-9.766
1744258445.931,30.273,-23.926,192.383,-12.695,-57.129
1744258445.935,-59.082,-41.992,-122.559,-25.391,-143.066
1744258445.939,-119.141,-57.129,-308.594,-68.359,-100.098
1744258445.943,-45.898,-39.551,-27.832,-47.852,7.812
1744258445.947,42.480,-24.414,208.984,-14.648,39.551
1744258445.951,-17.578,-35.645,-1.953,-49.316,-29.785
1744258445.955,-110.352,-49.805,-280.273,-71.289,-91.309
1744258445.959,-63.965,-40.039,-138.672,-46.875,-53.711
1744258445.963,31.738,-20.020,176.270,-10.742,38.574
1744258445.967,12.207,-23.438,90.820,-19.043,2.930
1744258445.970,-79.590,-39.062,-246.582,-60.059,-85.449
1744258445.974,-89.844,-40.039,-210.938,-65.918,-6.836
1744258445.978,0.488,-23.926,125.000,-27.832,95.703
1744258445.982,34.180,-17.578,153.320,-26.367,8.789
1744258445.986,-68.848,-35.156,-189.941,-58.594,-123.535
1744258445.990,-116.211,-31.250,-267.090,-56.152,-94.238
1744258445.994,-18.555,-9.277,67.383,-17.090,41.992
1744258445.998,42.480,-5.859,223.633,4.883,116.211
1744258446.002,-27.832,-23.926,-66.406,-14.160,-22.461
1744258446.006,-115.234,-38.574,-283.203,-52.246,-101.562
1744258446.010,-52.246,-29.297,-41.992,-27.832,5.371
1744258446.013,42.969,-16.602,212.402,16.602,20.996
1744258446.017,-9.766,-29.785,20.996,-26.855,-42.480
1744258446.021,-101.562,-47.363,-274.902,-71.777,-98.145
1744258446.025,-76.660,-32.715,-135.254,-37.598,-63.477
1744258446.029,29.297,-10.742,193.359,4.395,10.742
1744258446.033,27.832,-23.438,112.305,-11.230,-73.242
1744258446.037,-80.078,-44.434,-229.004,-73.730,-146.973
1744258446.041,-83.496,-39.551,-216.797,-70.312,-67.871
1744258446.045,29.297,-20.996,140.625,-12.207,-2.441
1744258446.049,62.500,-23.926,197.754,-7.324,-23.438
1744258446.053,-55.176,-42.480,-142.578,-50.781,-34.180
1744258446.056,-121.094,-49.316,-273.926,-72.754,20.508
1744258446.060,-21.484,-31.250,34.668,-21.973,62.988
1744258446.064,39.551,-22.461,214.355,16.602,44.434
1744258446.068,-27.832,-36.133,-51.270,-34.668,-20.996
1744258446.072,-95.215,-44.922,-291.016,-67.383,-99.609
1744258446.076,-47.363,-36.133,-72.266,-35.156,-22.461
1744258446.080,31.738,-21.484,201.660,-5.859,-17.090
1744258446.084,-2.930,-23.926,44.434,-16.602,-70.312
1744258446.088,-105.469,-38.574,-263.672,-59.570,-99.121
1744258446.092,-94.727,-30.273,-163.086,-46.387,-62.012
1744258446.095,17.090,-17.090,177.246,-13.184,75.684
1744258446.099,30.762,-29.785,128.418,-24.414,74.707
1744258446.103,-95.703,-50.293,-227.051,-49.805,-19.531
1744258446.107,-126.953,-45.410,-256.836,-56.152,-15.137
1744258446.111,-5.859,-22.949,83.008,-15.137,10.742
1744258446.115,34.668,-21.484,192.383,3.906,-62.988
1744258446.119,-53.711,-46.875,-134.766,-43.457,-79.590
1744258446.123,-93.750,-56.152,-296.875,-75.195,-31.250
1744258446.127,-22.949,-34.180,1.465,-45.898,-47.363
1744258446.131,35.645,-21.973,201.172,-7.324,-60.547
1744258446.135,-30.273,-37.109,-31.250,-27.344,-64.941
1744258446.138,-116.699,-47.852,-263.672,-58.105,-106.934
1744258446.142,-67.871,-38.086,-79.590,-41.504,-58.105
1744258446.146,31.738,-22.461,214.355,1.953,45.898
1744258446.150,10.254,-32.715,72.754,-18.555,25.879
1744258446.154,-94.238,-60.059,-277.344,-62.988,-28.809
1744258446.158,-96.680,-48.828,-208.984,-44.434,-5.371
1744258446.162,11.230,-22.461,156.738,-18.066,125.000
1744258446.166,22.461,-29.785,141.113,-19.043,27.344
1744258446.170,-86.914,-47.363,-219.727,-74.219,-80.566
1744258446.174,-117.188,-45.898,-278.809,-90.332,-70.312
1744258446.178,-11.230,-27.344,64.453,-28.320,-59.082
1744258446.181,41.016,-22.461,187.012,-11.719,-0.977
1744258446.185,-48.828,-30.762,-107.910,-44.434,-9.766
1744258446.189,-120.117,-41.504,-285.645,-64.453,-50.781
1744258446.193,-54.199,-35.645,-30.273,-34.668,21.973
1744258446.197,24.902,-24.414,188.965,-8.789,22.461
1744258446.201,-25.391,-31.738,-16.602,-35.156,-78.613
1744258446.205,-120.117,-44.434,-276.855,-39.551,-36.133
1744258446.209,-91.309,-40.039,-136.230,-21.484,78.613
1744258446.213,24.414,-20.020,170.410,-26.367,27.344
1744258446.217,20.996,-27.344,76.660,-43.457,-46.875
1744258446.221,-78.613,-48.828,-267.578,-77.637,-69.336
1744258446.224,-94.238,-43.457,-231.934,-77.148,8.789
1744258446.228,2.930,-21.484,123.535,-14.648,42.480
1744258446.232,33.691,-17.090,170.410,-5.371,-21.973
1744258446.236,-56.641,-36.621,-175.781,-85.449,-55.664
1744258446.240,-102.051,-41.504,-275.391,-95.703,-109.863
1744258446.244,-22.949,-25.879,36.133,-35.645,-58.594
1744258446.248,28.320,-19.043,171.875,-20.508,50.293
1744258446.252,-37.598,-32.715,-79.102,-48.340,-22.461
1744258446.256,-98.633,-41.992,-265.625,-71.289,-62.500
1744258446.260,-43.945,-30.273,-49.316,-40.527,-13.184
1744258446.263,42.969,-15.137,203.613,13.672,-101.074
1744258446.267,3.418,-26.367,9.277,-34.668,-137.207
1744258446.271,-96.191,-39.062,-280.762,-72.754,-60.547
1744258446.275,-72.754,-29.297,-144.043,-32.715,-5.859
1744258446.279,41.504,-7.812,190.918,-0.977,28.809
1744258446.283,37.598,-15.137,129.883,-6.836,-24.902
1744258446.287,-80.078,-43.457,-220.215,-56.152,-141.113
1744258446.291,-102.539,-45.410,-232.910,-71.289,-123.535
1744258446.295,3.906,-20.020,107.910,-22.461,-8.789
1744258446.299,49.316,-14.648,169.434,-3.906,-15.625
1744258446.303,-47.852,-31.738,-149.902,-51.270,3.906
1744258446.306,-105.957,-32.715,-256.836,-71.289,11.230
1744258446.310,-13.184,-13.672,41.504,-20.996,-13.184
1744258446.314,54.688,-7.812,206.055,-3.418,-35.645
1744258446.318,-15.137,-25.879,-53.711,-58.105,-65.918
1744258446.322,-96.191,-36.133,-269.043,-75.195,-61.035
1744258446.326,-32.715,-20.020,-53.711,-43.457,-48.340
1744258446.330,58.594,-10.254,206.543,-10.742,-49.805
1744258446.334,14.160,-28.320,54.199,-26.855,-90.332
1744258446.338,-91.309,-40.039,-261.230,-59.082,-123.047
1744258446.342,-86.914,-34.668,-180.664,-32.227,-46.875
1744258446.345,20.020,-17.578,165.527,-3.418,-35.645
1744258446.349,31.738,-17.578,154.785,-12.207,-62.988
1744258446.353,-76.660,-40.527,-191.406,-46.387,-93.750
1744258446.357,-100.098,-40.527,-231.934,-60.059,-84.961
1744258446.361,3.906,-25.391,93.262,-10.254,-32.227
1744258446.365,39.551,-22.949,182.129,0.000,-53.223
1744258446.369,-51.758,-39.062,-130.371,-43.945,-57.617
1744258446.373,-104.980,-41.016,-263.184,-65.918,-25.391
1744258446.377,-13.672,-24.414,17.578,-36.621,-37.598
1744258446.381,60.547,-17.090,204.590,-15.137,-21.973
1744258446.385,-12.695,-32.227,-37.598,-26.367,-55.664
1744258446.388,-103.027,-47.363,-302.246,-63.477,-112.305
1744258446.392,-54.688,-34.668,-123.535,-48.828,-91.797
1744258446.396,43.945,-7.812,187.988,9.277,-20.508
1744258446.400,17.090,-13.672,74.219,-13.672,-13.672
1744258446.404,-72.754,-31.738,-251.953,-74.219,-12.207
1744258446.408,-71.289,-21.973,-193.359,-70.801,-1.465
1744258446.412,16.113,-6.348,141.113,-7.812,-1.953
1744258446.416,42.969,-10.254,147.949,27.832,-11.230
1744258446.420,-68.359,-29.297,-179.688,-55.176,23.926
1744258446.424,-125.000,-34.668,-240.723,-98.633,76.172
1744258446.428,-20.020,-18.066,84.961,-39.062,80.566
1744258446.431,34.180,-18.066,188.477,-19.043,-34.668
1744258446.435,-62.012,-39.551,-112.305,-52.246,-133.789
1744258446.439,-120.117,-39.551,-275.391,-78.125,-123.047
1744258446.443,-40.527,-17.090,-1.953,-47.363,-45.410
1744258446.447,32.715,-11.719,212.891,-8.789,-29.785
1744258446.451,-17.090,-30.273,-5.371,-31.738,-133.301
1744258446.455,-107.422,-43.457,-268.555,-70.801,-108.398
1744258446.459,-64.453,-30.762,-123.535,-73.730,-43.945
1744258446.463,46.387,-12.695,188.965,-30.273,-75.684
1744258446.467,30.273,-15.137,127.930,-37.598,-106.445
1744258446.471,-57.617,-36.133,-197.754,-81.055,-143.066
1744258446.474,-68.359,-44.922,-196.289,-58.594,-75.684
1744258446.478,15.137,-24.902,134.277,5.371,-14.160
1744258446.482,36.133,-20.996,180.176,-4.395,-31.250
1744258446.486,-76.660,-39.551,-149.414,-59.570,-99.609
1744258446.490,-119.141,-39.551,-243.652,-67.383,-110.352
1744258446.494,-32.227,-22.461,66.406,-21.484,-43.945
1744258446.498,13.672,-19.043,196.777,-10.254,-37.598
1744258446.502,-56.152,-31.738,-57.617,-53.223,-18.555
1744258446.506,-113.281,-37.109,-247.070,-78.125,-40.527
1744258446.510,-53.223,-21.484,-23.926,-28.809,-34.180
1744258446.514,28.809,-5.371,243.652,12.695,67.383
1744258446.517,-7.812,-24.414,57.129,-47.363,39.551
1744258446.521,-102.539,-41.992,-244.629,-90.332,33.691
1744258446.525,-79.102,-33.203,-133.301,-48.828,96.680
1744258446.529,22.461,-13.672,191.895,-0.977,72.754
1744258446.533,28.320,-12.695,163.574,0.000,-12.207
1744258446.537,-76.172,-39.062,-178.711,-49.805,-82.031
1744258446.541,-102.539,-44.434,-214.844,-48.340,-77.148
1744258446.545,0.488,-27.832,116.699,2.930,-73.730
1744258446.549,29.785,-26.855,179.199,12.207,-84.961
1744258446.553,-86.914,-41.016,-149.902,-33.691,-94.727
1744258446.556,-132.812,-39.062,-264.648,-63.965,-38.574
1744258446.560,-11.719,-9.766,50.293,-21.484,59.082
1744258446.564,55.664,-1.953,217.285,4.395,-5.859
1744258446.568,-20.996,-19.531,-33.691,-36.133,-40.527
1744258446.572,-105.957,-40.527,-269.043,-72.266,-11.719
1744258446.576,-52.246,-30.273,-77.148,-29.785,47.363
1744258446.580,39.551,-7.324,206.543,12.207,156.738
1744258446.584,1.953,-16.113,70.801,-27.832,95.703
1744258446.588,-99.121,-36.133,-245.117,-94.238,-0.488
1744258446.592,-91.797,-35.156,-170.898,-86.914,28.809
1744258446.596,16.602,-14.648,169.922,-26.855,58.594
1744258446.599,32.227,-15.137,156.738,-18.066,-19.531
1744258446.603,-81.543,-32.715,-182.129,-77.148,-33.691
1744258446.607,-113.770,-31.738,-214.844,-74.219,27.832
1744258446.611,-7.812,-19.043,108.887,-23.926,3.418
1744258446.615,39.062,-20.996,201.172,-9.277,-31.738
1744258446.619,-57.129,-38.086,-108.887,-32.227,-57.129
1744258446.623,-108.887,-37.109,-260.254,-66.895,-58.594
1744258446.627,-21.484,-24.902,16.602,-40.039,34.668
1744258446.631,37.109,-15.625,230.469,-1.953,8.301
1744258446.635,-25.391,-30.273,-14.160,-22.949,-145.020
1744258446.639,-110.352,-49.316,-280.273,-82.031,-192.871
1744258446.642,-68.848,-42.480,-106.934,-59.082,-99.121
1744258446.646,41.016,-23.926,193.359,-0.488,-53.711
1744258446.650,14.160,-31.250,95.703,-19.043,-23.926
1744258446.654,-102.051,-52.246,-227.539,-51.758,-89.844
1744258446.658,-102.539,-46.387,-189.941,-58.105,-191.895
1744258446.662,4.395,-30.273,140.137,-17.090,-109.863
1744258446.666,19.043,-26.855,147.461,-9.766,-122.559
1744258446.670,-73.730,-39.551,-183.594,-68.359,-199.707
1744258446.674,-105.469,-40.527,-253.418,-66.895,-157.715
1744258446.678,-15.137,-18.066,71.289,-11.230,-67.871
1744258446.682,34.180,-15.625,202.637,-24.414,-93.262
1744258446.685,-45.410,-38.574,-92.773,-79.590,-104.980
1744258446.689,-111.328,-52.734,-288.086,-98.633,-65.430
1744258446.693,-37.109,-34.180,-26.855,-56.641,-39.551
1744258446.697,40.039,-13.672,209.473,3.906,33.691
1744258446.701,-11.719,-23.438,4.883,-31.250,-30.273
1744258446.705,-99.609,-38.574,-269.531,-87.891,-70.801
1744258446.709,-74.707,-30.273,-125.977,-51.758,-89.844
1744258446.713,24.414,-20.996,179.688,-16.113,-74.707
1744258446.717,16.113,-28.320,92.285,-30.273,25.391
1744258446.721,-99.609,-47.852,-225.586,-56.641,34.668
1744258446.724,-106.445,-44.922,-200.195,-39.062,1.953
1744258446.728,-3.906,-30.273,125.000,3.418,0.000
1744258446.732,18.555,-28.809,166.504,-3.418,-2.930
1744258446.736,-58.594,-41.016,-159.180,-47.363,-35.645
1744258446.740,-77.637,-41.504,-254.883,-55.664,-23.438
1744258446.744,-15.625,-24.414,55.176,-16.113,33.203
1744258446.748,19.531,-17.090,214.355,-1.465,22.461
1744258446.752,-43.457,-33.203,-56.641,-42.969,-71.289
1744258446.756,-113.281,-48.340,-282.715,-65.918,-74.219
1744258446.760,-59.082,-35.156,-57.129,-27.832,-7.324
1744258446.763,21.973,-24.902,202.148,24.414,-13.184
1744258446.767,-17.578,-38.574,34.668,-15.137,-37.598
1744258446.771,-113.770,-49.316,-249.023,-74.219,-39.062
1744258446.775,-86.426,-39.062,-139.160,-62.012,-31.738
1744258446.779,20.020,-21.484,175.293,-19.531,-22.949
1744258446.783,14.648,-24.902,120.117,-24.902,0.000
1744258446.787,-86.914,-41.504,-215.332,-79.102,-2.930
1744258446.791,-100.098,-41.504,-226.074,-73.242,-11.719
1744258446.795,18.555,-17.578,130.371,-5.371,37.109
1744258446.799,62.988,-14.160,191.406,29.297,-54.688
1744258446.803,-39.551,-33.691,-119.629,-17.578,-86.426
1744258446.806,-103.027,-43.457,-254.883,-63.965,-0.488
1744258446.810,-16.113,-29.297,18.555,-17.578,51.270
1744258446.814,59.082,-11.230,220.215,26.855,80.078
1744258446.818,-11.230,-30.762,-34.180,-21.484,30.762
1744258446.822,-104.980,-50.293,-289.551,-63.477,47.852
1744258446.826,-56.641,-34.668,-90.820,-41.016,64.941
1744258446.830,42.480,-20.996,185.547,-12.695,-14.160
1744258446.834,10.742,-31.250,68.359,-10.742,-80.078
1744258446.838,-90.332,-50.293,-233.887,-62.500,-174.316
1744258446.842,-98.633,-39.551,-158.691,-63.477,-162.598
1744258446.846,-0.488,-21.973,168.457,-2.930,-24.414
1744258446.849,20.996,-32.715,146.484,-3.418,-42.969
1744258446.853,-85.449,-49.805,-201.172,-55.176,-91.797
1744258446.857,-111.816,-42.480,-246.094,-45.410,-23.438
1744258446.861,-6.836,-24.414,105.957,0.488,-3.906
1744258446.865,35.156,-28.320,200.684,2.441,-60.547
1744258446.869,-54.199,-48.828,-121.582,-40.039,-77.148
1744258446.873,-107.422,-53.711,-277.832,-72.266,-82.031
1744258446.877,-38.086,-37.598,-1.953,-31.250,-35.645
1744258446.881,22.461,-25.879,210.938,6.348,66.895
1744258446.885,-30.762,-30.273,-2.441,-33.203,40.039
1744258446.889,-113.281,-41.016,-251.465,-66.895,-1.465
1744258446.892,-59.082,-37.598,-98.145,-46.875,64.941
1744258446.896,53.223,-23.926,191.406,-9.277,53.711
1744258446.900,21.973,-31.250,80.566,-16.602,28.320
1744258446.904,-99.609,-51.270,-250.977,-65.430,-20.996
1744258446.908,-97.656,-47.363,-197.754,-50.293,18.066
1744258446.912,14.648,-25.391,158.691,-5.859,89.355
1744258446.916,38.574,-28.809,159.668,-14.160,19.043
1744258446.920,-54.199,-46.387,-179.688,-62.988,-87.891
1744258446.924,-98.145,-52.734,-266.113,-70.801,-49.316
1744258446.928,-19.043,-37.109,49.805,-19.043,2.930
1744258446.932,39.062,-25.391,196.777,4.883,-41.992
1744258446.935,-42.480,-41.504,-83.008,-26.855,-86.426
1744258446.939,-116.699,-52.734,-284.180,-59.570,-100.586
1744258446.943,-37.598,-32.227,-26.367,-35.645,-51.270
1744258446.947,46.875,-24.902,209.473,-14.648,25.391
1744258446.951,-17.578,-43.457,0.488,-45.410,-33.691
1744258446.955,-104.004,-54.199,-284.180,-70.312,-106.445
1744258446.959,-67.383,-37.109,-141.113,-43.945,57.617
1744258446.963,34.668,-19.531,194.824,12.207,77.148
1744258446.967,27.344,-27.344,119.629,5.859,-19.531
1744258446.971,-88.867,-41.992,-233.398,-64.941,-75.684
1744258446.974,-95.215,-31.738,-220.703,-79.102,-67.383
1744258446.978,-1.465,-11.719,135.254,-25.391,26.367
1744258446.982,26.367,-11.230,196.289,-1.953,-32.227
1744258446.986,-62.988,-29.785,-138.184,-47.363,-143.555
1744258446.990,-112.793,-41.992,-256.348,-63.965,-140.137
1744258446.994,-21.973,-33.691,35.645,-13.672,-39.062
1744258446.998,48.828,-26.367,188.477,9.277,15.137
1744258447.002,-30.762,-39.062,-74.219,-39.551,-109.375
1744258447.006,-115.723,-48.340,-268.066,-62.988,-156.250
1744258447.010,-52.246,-39.551,-49.805,-30.273,-3.906
1744258447.014,47.852,-23.926,205.566,11.719,29.297
1744258447.017,20.508,-28.809,39.062,-6.836,-50.293
1744258447.021,-93.262,-40.527,-265.625,-51.270,-86.426
1744258447.025,-84.961,-39.551,-154.785,-35.156,-4.883
1744258447.029,25.879,-24.414,194.824,8.301,23.926
1744258447.033,32.227,-25.879,165.527,-3.906,-82.520
1744258447.037,-83.984,-56.641,-204.590,-56.152,-88.867
1744258447.041,-91.797,-57.129,-235.352,-51.758,-47.363
1744258447.045,19.043,-31.738,106.934,-23.926,-2.441
1744258447.049,29.785,-34.668,162.598,-28.320,107.910
1744258447.053,-56.152,-47.852,-152.344,-57.617,99.121
1744258447.057,-95.703,-46.875,-270.996,-43.945,31.738
1744258447.060,-18.066,-29.785,28.320,-13.672,50.293
1744258447.064,49.805,-19.043,216.309,-17.578,-19.043
1744258447.068,-1.953,-28.320,-38.086,-38.574,-112.793
1744258447.072,-103.027,-42.969,-279.785,-71.289,-81.543
1744258447.076,-70.801,-33.691,-77.637,-51.758,22.949
1744258447.080,40.039,-16.113,207.031,-13.184,63.477
1744258447.084,4.395,-28.809,62.988,-6.348,-9.766
1744258447.088,-102.539,-44.434,-266.113,-40.039,-40.527
1744258447.092,-84.473,-33.203,-200.684,-43.945,-8.789
1744258447.096,22.949,-12.695,143.066,-1.465,-2.930
1744258447.099,42.969,-10.254,157.227,-5.371,-40.527
1744258447.103,-63.965,-37.109,-195.312,-60.059,-60.059
1744258447.107,-107.910,-41.504,-267.578,-72.754,-36.133
1744258447.111,3.906,-20.508,59.082,-10.254,28.809
1744258447.115,52.734,-15.137,182.129,3.906,33.691
1744258447.119,-38.086,-30.273,-113.770,-62.988,-19.531
1744258447.123,-97.168,-33.691,-268.066,-74.219,-45.410
1744258447.127,-23.438,-17.090,15.625,-20.996,50.293
1744258447.131,53.223,-16.113,210.449,-11.230,5.371
1744258447.135,-15.137,-31.250,-21.484,-34.180,-98.633
1744258447.139,-112.305,-41.504,-286.621,-51.758,-92.773
1744258447.142,-66.895,-30.273,-120.605,-38.574,-62.988
1744258447.146,25.879,-13.184,190.430,23.926,-23.438
1744258447.150,7.324,-22.949,96.680,2.930,-17.578
1744258447.154,-106.934,-44.922,-241.699,-74.219,-46.875
1744258447.158,-99.121,-37.598,-211.426,-53.223,-73.242
1744258447.162,27.832,-10.254,150.391,11.230,-2.930
1744258447.166,36.621,-16.602,166.016,-10.254,5.859
1744258447.170,-73.242,-36.133,-174.316,-65.918,-155.273
1744258447.174,-113.281,-37.598,-253.906,-52.246,-192.383
1744258447.178,-36.621,-21.973,69.336,1.465,-13.672
1744258447.181,49.316,-19.043,198.242,-0.488,10.254
1744258447.185,-34.668,-40.039,-110.840,-34.668,-120.605
1744258447.189,-135.742,-47.852,-288.086,-64.453,-111.816
1744258447.193,-44.922,-28.809,-19.531,-50.781,-98.633
1744258447.197,56.152,-20.996,212.402,-20.996,-92.285
1744258447.201,0.000,-37.598,7.812,-37.598,-63.477
1744258447.205,-82.031,-46.387,-278.809,-60.547,-130.371
1744258447.209,-60.547,-30.273,-137.207,-45.410,-83.984
1744258447.213,22.461,-11.230,194.336,-4.395,0.488
1744258447.217,41.504,-10.742,132.324,0.977,-37.109
1744258447.221,-102.539,-35.156,-212.402,-50.293,-78.613
1744258447.224,-122.559,-27.832,-195.801,-53.223,-28.320
1744258447.228,39.062,-3.906,137.695,-7.812,65.918
1744258447.232,45.898,-15.625,159.668,-2.930,-26.367
1744258447.236,-73.730,-37.598,-169.922,-41.016,-128.906
1744258447.240,-104.004,-40.039,-267.578,-79.590,-115.723
1744258447.244,-29.785,-23.438,46.387,-29.297,-9.766
1744258447.248,36.621,-19.043,213.867,1.465,-24.902
1744258447.252,-31.250,-37.109,-66.895,-57.129,-130.371
1744258447.256,-112.305,-48.828,-283.203,-89.355,-156.250
1744258447.260,-39.062,-36.133,-56.152,-48.340,-42.480
1744258447.264,62.012,-15.625,213.379,-7.324,32.227
1744258447.267,8.301,-29.785,44.922,-37.598,-36.133
1744258447.271,-111.328,-54.199,-261.719,-84.961,-87.402
1744258447.275,-66.895,-43.457,-163.086,-66.406,-42.969
1744258447.279,56.641,-13.184,167.480,-23.438,-25.879
1744258447.283,35.156,-20.508,131.836,-22.949,21.973
1744258447.287,-75.195,-45.410,-203.613,-63.965,-21.484
1744258447.291,-83.496,-43.945,-245.117,-54.688,-69.336
1744258447.295,-12.695,-27.832,90.820,-4.883,-1.465
1744258447.299,56.152,-21.973,179.688,9.766,-30.762
1744258447.303,-0.488,-35.156,-145.996,-32.227,-93.750
1744258447.307,-76.172,-42.480,-283.691,-63.477,-100.098
1744258447.310,-5.859,-29.297,17.578,-20.508,-71.289
1744258447.314,61.523,-23.438,204.102,34.668,-66.895
1744258447.318,10.742,-34.180,-40.039,-35.645,-79.590
1744258447.322,-78.125,-51.270,-290.527,-89.355,-83.984
