timestamps,TP9,AF7,AF8,TP10,Right AUX
1744258619.683,-30.762,-8.301,-3.906,-54.688,-35.156
1744258619.686,41.992,-2.441,174.316,-31.738,23.926
1744258619.690,-37.109,-28.809,-3.906,-33.691,6.836
1744258619.694,-124.023,-29.785,-223.633,-69.824,-61.523
1744258619.698,-84.473,-11.230,-87.891,-24.414,-47.363
1744258619.702,15.137,5.371,166.016,5.371,-32.715
1744258619.706,-6.348,-8.301,73.242,-44.434,-109.863
1744258619.710,-132.812,-30.273,-205.078,-97.168,-153.809
1744258619.714,-133.789,-20.020,-164.551,-83.984,-80.078
1744258619.718,-17.578,-2.441,112.305,-24.414,-24.414
1744258619.722,7.324,-5.859,131.836,-10.254,-33.203
1744258619.726,-99.121,-39.551,-149.414,-48.828,-101.074
1744258619.729,-142.090,-45.898,-222.656,-52.246,-120.117
1744258619.733,-28.320,-20.020,38.086,-26.855,59.082
1744258619.737,30.273,-16.602,147.949,-18.066,117.188
1744258619.741,-65.918,-42.969,-81.055,-40.527,16.602
1744258619.745,-132.812,-43.457,-233.398,-60.059,23.926
1744258619.749,-44.922,-20.020,-40.039,-32.715,74.219
1744258619.753,41.992,-12.207,150.879,-3.418,48.828
1744258619.757,-11.719,-22.461,-3.418,-28.320,-13.672
1744258619.761,-110.840,-27.832,-217.285,-70.312,7.812
1744258619.765,-81.543,-20.508,-111.816,-42.969,22.949
1744258619.768,28.809,-20.996,125.000,5.859,59.570
1744258619.772,25.879,-25.391,82.520,23.926,70.801
1744258619.776,-86.914,-42.969,-185.059,-23.438,-8.789
1744258619.780,-105.957,-40.039,-202.148,-54.688,26.855
1744258619.784,1.953,-9.766,74.219,-5.859,13.184
1744258619.788,30.273,-14.648,120.605,19.043,-28.320
1744258619.792,-56.641,-38.574,-137.695,-42.480,-69.824
1744258619.796,-101.074,-44.434,-226.562,-62.012,-97.656
1744258619.800,-12.207,-18.555,16.113,-1.953,4.883
1744258619.804,58.594,0.000,151.855,32.715,29.785
1744258619.808,-27.344,-24.414,-42.480,2.930,-47.852
1744258619.811,-91.797,-46.387,-212.402,-47.852,-29.297
1744258619.815,-29.297,-25.391,-58.105,-26.855,62.988
1744258619.819,62.012,-3.906,144.043,13.672,-13.672
1744258619.823,22.461,-12.207,28.320,1.465,-143.555
1744258619.827,-93.750,-20.020,-203.125,-38.574,-131.836
1744258619.831,-65.430,-16.602,-133.789,-28.809,-10.742
1744258619.835,54.199,-11.719,111.328,7.324,-31.738
1744258619.839,51.758,-4.883,106.934,18.555,-50.293
1744258619.843,-65.430,-29.297,-143.555,-20.508,-16.113
1744258619.847,-79.590,-39.551,-182.129,-32.227,-24.902
1744258619.851,27.832,-19.531,75.684,18.066,-8.301
1744258619.854,64.453,-10.742,151.855,21.973,0.977
1744258619.858,-15.625,-20.996,-77.148,-29.785,-14.160
1744258619.862,-70.801,-32.715,-194.824,-8.789,-15.625
1744258619.866,4.883,-15.137,1.953,13.184,34.668
1744258619.870,72.754,4.883,156.250,10.254,25.391
1744258619.874,-4.395,-21.973,-21.973,-18.066,-35.156
1744258619.878,-99.609,-47.852,-227.051,-78.613,-137.207
1744258619.882,-29.785,-30.762,-91.309,-60.547,-133.301
1744258619.886,63.477,-11.719,142.090,-6.836,46.387
1744258619.890,14.648,-16.113,57.129,-26.367,53.223
1744258619.893,-97.168,-34.668,-179.199,-67.383,-81.543
1744258619.897,-101.074,-39.551,-143.066,-57.617,-14.160
1744258619.901,25.879,-2.441,118.164,-8.789,50.293
1744258619.905,42.480,-1.953,128.906,-18.066,-47.852
1744258619.909,-90.820,-41.504,-145.020,-69.336,-152.344
1744258619.913,-132.812,-42.480,-208.008,-62.500,-102.539
1744258619.917,-42.969,-26.855,46.875,-41.992,57.129
1744258619.921,-19.531,-13.184,145.020,-37.109,40.039
1744258619.925,-91.309,-22.461,-82.031,-79.590,-106.445
1744258619.929,-151.367,-35.645,-212.402,-96.680,-102.051
1744258619.933,-83.984,-18.066,-14.648,-56.152,15.625
1744258619.936,8.789,-2.930,151.855,-32.227,12.207
1744258619.940,-53.223,-24.902,1.953,-60.059,-64.941
1744258619.944,-146.973,-37.598,-191.895,-85.938,-28.320
1744258619.948,-99.121,-15.137,-71.289,-60.547,76.172
1744258619.952,12.695,-3.906,156.738,-26.855,-20.996
1744258619.956,-10.742,-28.809,75.684,-27.344,-161.621
1744258619.960,-110.840,-53.711,-181.152,-58.594,-141.113
1744258619.964,-98.633,-38.086,-162.598,-42.969,-50.293
1744258619.968,16.113,-20.996,82.520,15.625,59.082
1744258619.972,28.320,-29.297,106.445,20.508,22.461
1744258619.976,-83.496,-48.340,-138.672,-12.207,-29.785
1744258619.979,-103.027,-41.016,-206.055,-32.227,17.578
1744258619.983,13.672,-17.090,25.391,-7.812,17.578
1744258619.987,82.031,-18.555,132.812,11.719,-48.828
1744258619.991,-14.160,-38.086,-74.219,-9.277,-9.277
1744258619.995,-90.332,-41.992,-208.496,-13.672,51.758
1744258619.999,-13.672,-24.902,-30.762,6.836,4.883
1744258620.003,71.289,-17.090,136.230,46.387,-7.812
1744258620.007,19.043,-35.156,-11.719,5.371,18.555
1744258620.011,-70.312,-40.527,-207.031,-19.531,-87.402
1744258620.015,-37.109,-29.297,-111.328,16.113,-33.203
1744258620.018,75.195,-13.672,114.746,42.480,10.254
1744258620.022,77.637,-14.648,79.102,44.922,-88.867
1744258620.026,-36.621,-42.969,-168.945,3.418,-115.234
1744258620.030,-50.781,-47.363,-176.270,-2.930,-108.887
1744258620.034,55.176,-21.973,73.242,51.270,-87.402
1744258620.038,76.660,-19.043,114.746,63.965,-60.059
1744258620.042,-22.949,-36.133,-109.863,8.789,-88.379
1744258620.046,-67.871,-41.504,-194.824,0.488,-151.367
1744258620.050,25.879,-33.691,4.395,18.555,-64.941
1744258620.054,95.215,-26.367,124.023,17.090,-37.598
1744258620.058,6.836,-39.062,-52.734,2.930,-89.844
1744258620.061,-91.309,-57.129,-235.840,-29.297,-32.227
1744258620.065,-6.348,-46.387,-87.891,7.324,18.555
1744258620.069,98.633,-23.438,139.160,60.059,48.340
1744258620.073,38.086,-33.691,34.180,17.578,-24.414
1744258620.077,-72.754,-59.570,-211.914,-3.418,-63.965
1744258620.081,-45.898,-48.828,-149.414,-14.648,44.434
1744258620.085,64.941,-31.250,90.820,17.090,56.641
1744258620.089,67.383,-28.809,94.727,35.645,-35.156
1744258620.093,-58.105,-50.293,-145.020,-22.949,-90.820
1744258620.097,-88.379,-61.035,-207.520,-14.648,-79.102
1744258620.100,27.344,-42.480,32.715,45.898,-39.551
1744258620.104,55.664,-38.086,113.281,28.320,-3.906
1744258620.108,-35.645,-55.664,-120.605,-3.906,-114.258
1744258620.112,-82.031,-60.059,-231.445,-13.672,-121.094
1744258620.116,-13.672,-41.504,-20.020,13.672,93.262
1744258620.120,54.688,-27.832,132.324,54.199,69.824
1744258620.124,-7.812,-48.828,-39.551,20.996,-97.656
1744258620.128,-87.891,-69.336,-227.051,-17.578,-68.359
1744258620.132,-49.805,-54.199,-89.355,1.465,-80.078
1744258620.136,47.852,-29.297,140.625,28.320,-45.410
1744258620.140,25.391,-42.969,56.152,18.555,7.812
1744258620.143,-94.727,-64.453,-196.289,-24.414,-90.332
1744258620.147,-84.473,-51.270,-156.738,-27.832,-64.941
1744258620.151,30.762,-26.367,100.098,30.273,2.441
1744258620.155,34.180,-33.203,98.145,25.391,-41.992
1744258620.159,-53.711,-56.641,-152.832,-36.621,-62.012
1744258620.163,-88.379,-57.617,-203.613,-30.762,-38.574
1744258620.167,9.766,-33.203,44.922,22.461,31.738
1744258620.171,64.941,-21.484,147.949,23.438,9.766
1744258620.175,-45.410,-37.109,-79.102,-26.855,-78.125
1744258620.179,-110.840,-47.363,-218.262,-33.691,-6.348
1744258620.183,-12.207,-30.273,-8.301,8.789,20.996
1744258620.186,69.824,-27.832,171.387,39.551,-35.645
1744258620.190,-2.930,-49.316,17.578,18.555,-87.891
1744258620.194,-102.539,-67.871,-209.961,-25.391,-65.918
1744258620.198,-54.199,-51.758,-115.234,-11.230,52.246
1744258620.202,51.270,-30.762,131.836,31.738,55.664
1744258620.206,22.461,-41.504,66.406,6.836,-3.906
1744258620.210,-89.355,-61.523,-196.289,-49.805,-37.109
1744258620.214,-86.426,-51.758,-177.246,-36.133,-59.082
1744258620.218,14.160,-33.203,92.285,20.020,22.461
1744258620.222,29.297,-33.691,127.930,9.766,59.082
1744258620.225,-67.383,-53.711,-126.465,-32.227,-35.156
1744258620.229,-114.258,-56.641,-197.754,-25.391,-32.715
1744258620.233,-25.391,-35.156,50.781,9.766,-32.715
1744258620.237,28.809,-41.016,155.762,40.527,-66.406
1744258620.241,-49.805,-62.500,-65.430,0.000,-77.637
1744258620.245,-123.535,-62.500,-214.844,-60.547,-24.414
1744258620.249,-55.664,-40.039,-42.480,-33.203,98.145
1744258620.253,49.805,-18.066,141.602,-5.371,66.406
1744258620.257,-3.418,-39.551,5.371,-34.668,3.906
1744258620.261,-107.910,-62.988,-211.914,-93.262,11.230
1744258620.265,-73.730,-46.387,-115.234,-52.246,14.160
1744258620.268,42.480,-31.738,138.672,-4.395,31.250
1744258620.272,20.508,-43.457,100.586,-15.137,8.789
1744258620.276,-99.121,-62.012,-150.879,-50.293,-61.523
1744258620.280,-90.332,-48.828,-148.438,-51.758,-14.160
1744258620.284,14.648,-37.598,86.426,-11.719,47.363
1744258620.288,41.992,-45.898,119.629,-1.465,29.297
1744258620.292,-52.246,-51.758,-107.910,-32.227,8.301
1744258620.296,-100.098,-52.734,-200.684,-55.176,-37.109
1744258620.300,-17.090,-36.621,17.578,-23.438,0.000
1744258620.304,40.039,-29.297,156.738,11.230,29.785
1744258620.308,-32.715,-47.852,-29.785,-20.508,-63.965
1744258620.311,-130.371,-62.988,-215.332,-56.641,-40.039
1744258620.315,-68.359,-47.363,-78.613,-24.414,46.387
1744258620.319,43.457,-29.297,131.348,-1.465,18.066
1744258620.323,-1.465,-41.504,43.945,11.230,-120.605
1744258620.327,-100.586,-50.781,-180.664,-24.414,-133.301
1744258620.331,-84.961,-47.363,-144.043,-58.105,-59.570
1744258620.335,18.555,-31.738,99.609,-21.973,34.180
1744258620.339,27.832,-28.320,111.328,-17.578,1.465
1744258620.343,-94.238,-52.246,-148.438,-55.176,-47.852
1744258620.347,-104.492,-55.664,-189.453,-55.176,-8.789
1744258620.350,3.418,-34.180,66.895,-14.160,-48.828
1744258620.354,41.992,-27.344,145.508,-8.789,-74.219
1744258620.358,-75.195,-49.805,-89.355,-40.039,-62.012
1744258620.362,-133.301,-55.664,-210.449,-50.781,-54.199
1744258620.366,-18.555,-31.738,1.953,-17.090,-20.996
1744258620.370,61.523,-19.531,180.664,3.906,-36.621
1744258620.374,-19.531,-37.598,10.742,-41.992,-11.230
1744258620.378,-106.934,-53.711,-204.590,-83.008,-8.301
1744258620.382,-60.059,-50.293,-90.332,-59.570,12.695
1744258620.386,43.457,-23.926,143.555,3.418,72.754
1744258620.390,11.230,-29.297,69.824,7.812,-50.293
1744258620.393,-99.609,-51.758,-179.199,-67.871,-125.977
1744258620.397,-77.148,-39.551,-152.344,-64.941,-75.195
1744258620.401,32.715,-14.160,114.746,0.000,-79.102
1744258620.405,33.691,-16.113,136.719,-8.789,-172.852
1744258620.409,-80.078,-41.504,-128.418,-44.922,-171.387
1744258620.413,-117.188,-46.875,-199.219,-46.387,-127.930
1744258620.417,-20.996,-29.785,66.406,0.488,-57.617
1744258620.421,35.645,-27.832,175.293,-1.465,-37.109
1744258620.425,-59.082,-44.434,-67.383,-50.781,-121.094
1744258620.429,-136.719,-45.898,-209.473,-58.594,-86.914
1744258620.432,-68.848,-28.320,-14.648,-33.203,-19.043
1744258620.436,30.762,-26.855,150.391,-27.344,-7.324
1744258620.440,-17.090,-40.527,-9.277,-69.336,30.273
1744258620.444,-127.441,-55.176,-224.121,-79.590,-27.344
1744258620.448,-73.730,-41.992,-104.980,-52.734,-20.020
1744258620.452,51.270,-18.066,141.602,-24.414,34.180
1744258620.456,28.320,-29.297,76.172,-20.020,-20.020
1744258620.460,-94.238,-50.293,-186.523,-65.918,-67.871
1744258620.464,-101.562,-39.551,-153.809,-78.613,-48.828
1744258620.468,18.555,-20.508,114.746,-22.949,-42.480
1744258620.472,36.133,-25.879,131.836,-7.324,-88.867
1744258620.475,-81.543,-51.270,-132.324,-47.363,-144.043
1744258620.479,-108.887,-50.781,-213.379,-54.688,-137.695
1744258620.483,0.977,-22.461,25.391,-1.953,-78.125
1744258620.487,49.805,-17.090,156.250,13.672,-20.020
1744258620.491,-26.367,-38.086,-47.852,-37.109,-63.477
1744258620.495,-133.789,-51.758,-215.332,-57.617,-117.676
1744258620.499,-69.336,-46.875,-41.992,-18.066,17.578
1744258620.503,52.734,-32.227,156.738,-13.672,76.172
1744258620.507,-5.859,-37.598,29.297,-36.133,-34.668
1744258620.511,-120.605,-52.246,-196.289,-46.387,-37.598
1744258620.515,-97.656,-43.945,-109.863,-51.270,-0.977
1744258620.518,24.902,-34.668,120.605,-23.926,41.016
1744258620.522,20.508,-40.039,71.777,-14.160,-17.578
1744258620.526,-96.680,-59.570,-181.152,-70.801,-84.473
1744258620.530,-106.445,-54.688,-197.754,-83.984,-31.738
1744258620.534,12.695,-27.344,71.777,-24.414,27.832
1744258620.538,39.551,-34.180,134.277,-8.301,47.852
1744258620.542,-59.082,-52.246,-102.051,-51.758,-27.344
1744258620.546,-120.117,-47.363,-193.359,-68.359,-57.617
1744258620.550,-16.602,-31.738,31.738,-13.184,45.410
1744258620.554,67.383,-28.809,164.551,-3.906,63.965
1744258620.557,-26.367,-46.875,-27.832,-50.293,-99.121
1744258620.561,-113.770,-55.664,-206.543,-45.410,22.949
1744258620.565,-57.617,-42.480,-59.570,-0.488,100.586
1744258620.569,39.551,-30.273,142.578,-18.066,-57.617
1744258620.573,16.113,-34.180,28.809,-33.203,-121.582
1744258620.577,-85.449,-51.758,-210.938,-60.547,-96.680
1744258620.581,-85.449,-51.270,-154.297,-61.035,-59.082
1744258620.585,35.156,-27.344,104.980,-12.695,-85.449
1744258620.589,56.641,-24.414,106.445,-7.812,-60.547
1744258620.593,-68.848,-52.246,-152.344,-41.504,-57.129
1744258620.597,-87.402,-52.734,-194.336,-42.480,-83.008
1744258620.600,16.602,-31.250,63.965,12.695,-7.812
1744258620.604,47.363,-25.879,159.668,18.555,54.688
1744258620.608,-45.898,-44.434,-73.242,-49.316,13.672
1744258620.612,-105.957,-58.594,-208.984,-51.758,-2.930
1744258620.616,-20.996,-40.039,-8.301,-18.066,-28.320
1744258620.620,53.223,-25.391,165.039,-2.441,-57.129
1744258620.624,-18.066,-44.922,-20.996,-38.574,-105.957
1744258620.628,-113.770,-57.617,-230.957,-85.449,-136.719
1744258620.632,-47.852,-41.016,-95.215,-52.246,-62.988
1744258620.636,61.523,-20.996,142.578,2.441,40.039
1744258620.640,12.695,-27.832,68.848,-32.715,41.016
1744258620.643,-103.027,-48.828,-194.336,-65.918,-11.230
1744258620.647,-91.309,-46.875,-166.504,-34.180,-50.293
1744258620.651,35.156,-14.160,131.348,-7.324,-5.859
1744258620.655,45.898,-8.789,157.715,-14.160,-39.551
1744258620.659,-68.848,-41.504,-131.348,-34.180,-107.422
1744258620.663,-96.191,-49.805,-195.312,-53.711,-62.988
1744258620.667,-3.906,-24.902,60.059,-18.066,13.672
1744258620.671,62.500,-13.184,165.527,5.371,-22.949
1744258620.675,-35.156,-39.062,-64.941,-37.598,-108.887
1744258620.679,-120.117,-50.781,-213.379,-42.969,-126.953
1744258620.682,-26.367,-32.227,-22.461,-27.344,-95.703
1744258620.686,50.293,-26.367,159.180,-25.391,25.879
1744258620.690,-16.113,-42.480,1.953,-33.691,-16.602
1744258620.694,-125.488,-59.082,-231.445,-63.965,-74.707
1744258620.698,-82.520,-27.344,-104.492,-51.270,55.176
1744258620.702,52.246,-3.906,158.203,-19.043,56.152
1744258620.706,31.738,-31.250,68.848,-31.738,-32.715
1744258620.710,-102.051,-51.758,-202.148,-54.688,-43.945
1744258620.714,-107.422,-41.504,-173.828,-54.688,-61.035
1744258620.718,35.156,-20.996,91.797,-9.277,23.926
1744258620.722,50.781,-31.250,118.652,-2.441,96.680
1744258620.725,-78.613,-54.688,-135.742,-52.246,48.340
1744258620.729,-113.281,-50.293,-215.820,-48.828,-1.953
1744258620.733,-15.625,-31.738,18.066,-9.277,2.930
1744258620.737,40.039,-25.391,146.484,9.277,-4.883
1744258620.741,-38.574,-42.969,-60.059,-16.113,-125.977
1744258620.745,-115.723,-48.828,-216.797,-65.430,-99.609
1744258620.749,-48.828,-30.762,-29.785,-46.875,-35.645
1744258620.753,40.039,-20.508,166.016,14.160,-58.594
1744258620.757,-13.184,-33.691,21.484,-28.809,-93.750
1744258620.761,-112.793,-50.781,-221.191,-72.266,-14.648
1744258620.765,-72.266,-40.527,-138.184,-28.320,71.289
1744258620.768,24.902,-18.555,125.488,-8.789,63.965
1744258620.772,20.508,-25.879,92.285,-24.902,20.996
1744258620.776,-90.820,-46.387,-171.387,-62.988,-29.297
1744258620.780,-112.305,-41.504,-187.500,-51.270,-78.125
1744258620.784,12.207,-18.555,84.961,2.930,-74.707
1744258620.788,42.480,-20.508,162.109,4.883,-69.336
1744258620.792,-66.895,-46.387,-96.191,-27.344,-173.828
1744258620.796,-112.305,-49.805,-216.797,-31.250,-121.094
1744258620.800,-11.719,-37.109,7.324,-21.484,4.395
1744258620.804,48.828,-29.785,151.855,-14.648,-22.461
1744258620.807,-30.762,-36.621,-37.109,-45.898,-114.258
1744258620.811,-117.188,-49.316,-231.934,-66.406,-145.020
1744258620.815,-60.547,-33.691,-73.242,-27.344,-29.297
1744258620.819,52.734,-14.648,153.809,15.137,24.902
1744258620.823,6.836,-30.273,38.086,-4.883,-89.355
1744258620.827,-114.746,-49.805,-209.473,-42.969,-100.586
1744258620.831,-87.402,-42.480,-150.391,-35.156,-41.992
1744258620.835,45.898,-20.996,117.188,13.672,-5.859
1744258620.839,48.828,-20.996,123.535,15.137,-27.832
1744258620.843,-76.660,-44.434,-150.391,-58.105,-92.285
1744258620.847,-96.680,-45.410,-206.055,-61.523,7.812
1744258620.850,7.324,-29.785,42.480,-3.418,116.699
1744258620.854,49.805,-25.879,127.441,-20.508,-14.160
1744258620.858,-48.828,-42.969,-103.516,-68.359,-105.469
1744258620.862,-136.719,-50.293,-234.375,-67.383,4.883
1744258620.866,-20.996,-21.973,-14.160,-14.160,28.320
1744258620.870,67.383,-12.207,159.668,14.648,-75.684
1744258620.874,-15.625,-40.039,-21.973,-1.953,-119.141
1744258620.878,-120.605,-56.152,-230.469,-59.082,-66.406
1744258620.882,-75.195,-38.086,-99.121,-54.199,9.766
1744258620.886,42.969,-16.602,147.461,3.906,1.465
1744258620.890,24.414,-25.391,69.336,-9.766,-63.477
1744258620.893,-100.586,-54.199,-201.660,-46.387,-117.188
1744258620.897,-113.281,-49.805,-176.758,-41.016,-84.473
1744258620.901,26.367,-22.949,107.422,14.648,-40.527
1744258620.905,51.758,-25.391,129.883,11.719,-77.148
1744258620.909,-69.336,-41.504,-147.461,-47.852,-164.062
1744258620.913,-106.934,-46.875,-227.051,-46.875,-112.305
1744258620.917,7.812,-25.391,37.598,8.301,-7.812
1744258620.921,68.359,-12.207,161.621,14.648,-1.465
1744258620.925,-32.715,-33.691,-76.660,-18.066,-34.180
1744258620.929,-108.398,-42.969,-235.840,-44.922,34.668
1744258620.932,-23.438,-19.043,-16.602,-1.465,64.941
1744258620.936,60.547,-2.930,181.641,46.387,-53.223
1744258620.940,3.906,-30.273,6.836,-13.184,-115.234
1744258620.944,-97.656,-55.176,-233.887,-71.289,-137.207
1744258620.948,-63.477,-33.203,-115.234,-48.340,5.859
1744258620.952,54.199,-12.695,143.555,12.695,133.301
1744258620.956,43.457,-20.508,95.703,9.277,68.848
1744258620.960,-67.871,-39.062,-173.340,-39.551,1.953
1744258620.964,-90.332,-41.016,-175.293,-38.574,37.598
1744258620.968,30.762,-19.531,108.398,3.906,62.012
1744258620.972,69.824,-25.391,144.043,6.348,-61.523
1744258620.975,-42.969,-48.828,-121.582,-36.133,-53.711
1744258620.979,-99.121,-43.457,-196.777,-50.293,67.383
1744258620.983,3.906,-23.438,43.457,-4.883,100.586
1744258620.987,56.641,-23.438,158.691,12.207,-12.207
1744258620.991,-45.898,-41.016,-57.129,-29.297,-114.258
1744258620.995,-112.793,-43.945,-215.820,-40.039,-61.035
1744258620.999,-40.527,-33.203,-53.223,-11.230,12.207
1744258621.003,51.758,-15.137,150.391,7.324,69.336
1744258621.007,3.906,-24.414,30.273,-10.254,-31.738
1744258621.011,-106.934,-39.062,-197.754,-41.504,-54.199
1744258621.014,-86.426,-25.391,-124.023,-45.410,44.922
1744258621.018,28.320,-10.742,125.488,4.883,35.156
1744258621.022,23.926,-18.555,95.703,2.930,-33.203
1744258621.026,-91.309,-36.133,-154.785,-55.664,-27.344
1744258621.030,-107.910,-34.180,-165.527,-47.852,-24.414
1744258621.034,3.906,-15.625,82.520,-4.395,-31.250
1744258621.038,31.250,-20.508,124.512,-6.348,5.371
1744258621.042,-103.027,-43.945,-137.207,-83.008,-50.293
1744258621.046,-163.574,-44.922,-236.816,-103.027,-46.875
1744258621.050,-66.406,-24.902,-2.441,-64.941,7.324
1744258621.054,-6.348,-18.066,146.484,-49.316,7.324
1744258621.057,-90.820,-28.809,-30.762,-85.449,7.324
1744258621.061,-185.059,-36.133,-208.008,-135.254,-38.086
1744258621.065,-131.836,-22.461,-60.059,-117.188,-52.246
1744258621.069,-21.973,-11.230,164.551,-78.613,22.949
1744258621.073,-58.105,-16.602,88.379,-80.566,29.297
1744258621.077,-172.363,-23.926,-156.738,-105.957,-24.414
1744258621.081,-159.180,-24.902,-141.602,-114.258,-20.996
1744258621.085,-41.504,-6.348,118.652,-70.312,-5.859
1744258621.089,-30.762,-6.348,144.043,-36.133,-76.660
1744258621.093,-130.371,-35.645,-144.531,-82.031,-168.945
1744258621.097,-151.855,-37.109,-209.961,-96.680,-156.250
1744258621.100,-47.852,-15.625,56.641,-51.270,-98.145
1744258621.104,21.973,-3.906,145.996,-20.020,-81.543
1744258621.108,-64.453,-25.391,-85.938,-56.641,-129.883
1744258621.112,-136.719,-42.969,-226.562,-75.195,-72.266
1744258621.116,-40.527,-21.973,-25.391,-37.598,9.766
1744258621.120,53.223,-6.836,166.992,-15.137,80.566
1744258621.124,-18.066,-28.320,-11.230,-27.832,-1.465
1744258621.128,-116.211,-41.992,-234.863,-54.199,-73.730
1744258621.132,-58.594,-28.809,-119.629,-20.020,15.137
1744258621.136,59.570,-10.254,136.719,34.180,46.387
1744258621.139,36.621,-20.996,66.895,16.602,-69.824
1744258621.143,-75.195,-40.039,-208.496,-35.156,-112.793
1744258621.143,-75.195,-40.039,-208.496,-35.156,-112.793
1744258621.147,-77.148,-34.180,-185.547,-41.016,-8.301
1744258621.151,35.645,-19.531,86.426,0.000,30.273
1744258621.155,54.688,-23.926,110.840,10.254,-31.738
1744258621.159,-58.105,-44.922,-158.203,-33.691,-43.945
1744258621.163,-91.797,-47.363,-228.027,-39.062,17.578
1744258621.167,12.207,-27.344,32.715,-1.953,-28.809
1744258621.171,77.637,-15.625,150.391,-2.441,-103.516
1744258621.175,-13.184,-37.598,-89.355,-29.297,-139.160
1744258621.179,-89.844,-51.270,-252.441,-41.504,-147.461
1744258621.182,-13.672,-26.367,-44.922,2.441,13.184
1744258621.186,78.125,-15.625,143.066,27.832,84.961
1744258621.190,22.461,-30.762,-12.207,-2.930,-25.879
1744258621.194,-77.148,-39.062,-238.281,-36.133,-130.371
1744258621.198,-38.574,-24.902,-135.742,-20.996,-37.598
1744258621.202,68.359,-8.789,126.465,22.461,66.406
1744258621.206,59.570,-19.531,86.914,17.090,-46.387
1744258621.210,-65.430,-48.340,-199.707,-23.438,-120.605
1744258621.214,-82.031,-39.551,-192.383,-19.531,-68.359
1744258621.218,37.598,-11.719,101.562,16.602,-13.184
1744258621.222,67.383,-19.531,131.836,23.438,-41.504
1744258621.225,-41.504,-47.363,-146.484,-20.996,-82.520
1744258621.229,-90.820,-47.363,-229.492,-33.691,-109.863
1744258621.233,-1.465,-29.785,10.742,4.883,-101.562
1744258621.237,67.871,-20.996,147.461,29.785,-58.105
1744258621.241,-12.207,-38.574,-56.152,-0.488,-22.949
1744258621.245,-103.516,-50.293,-247.070,-56.152,-40.527
1744258621.249,-41.504,-29.785,-74.219,-40.039,-4.395
1744258621.253,53.711,-14.160,147.461,4.883,70.312
1744258621.257,2.930,-31.250,19.043,-26.855,-48.340
1744258621.261,-100.098,-48.340,-204.102,-65.918,-110.840
1744258621.264,-70.312,-35.156,-125.488,-42.969,62.012
1744258621.268,41.016,-9.277,129.395,-14.160,49.316
1744258621.272,38.086,-19.043,96.680,-17.578,-71.777
1744258621.276,-78.613,-41.504,-175.781,-47.852,-115.723
1744258621.280,-99.121,-36.621,-199.707,-42.480,-81.543
1744258621.284,23.926,-10.742,76.172,7.324,-8.301
1744258621.288,70.312,-6.348,148.438,9.766,-12.207
1744258621.292,-37.598,-31.250,-102.539,-15.137,-89.355
1744258621.296,-100.098,-38.574,-213.867,-19.531,-81.543
1744258621.300,-6.836,-19.531,14.160,-5.371,-36.133
1744258621.304,73.730,-12.207,177.246,25.879,-44.922
1744258621.307,-5.859,-30.273,-6.348,6.836,18.555
1744258621.311,-105.469,-50.293,-205.078,-22.949,1.465
1744258621.315,-50.293,-42.480,-69.336,4.883,-63.965
1744258621.319,50.293,-28.320,145.996,25.391,-72.754
1744258621.323,15.625,-31.738,58.594,0.977,-98.633
1744258621.327,-93.262,-49.316,-193.848,-28.320,-56.641
1744258621.331,-77.148,-44.922,-162.109,-20.508,18.066
1744258621.335,36.621,-21.484,106.934,20.508,-15.137
1744258621.339,32.227,-24.902,112.793,-8.789,-46.875
1744258621.343,-85.449,-45.410,-155.762,-66.406,-50.293
1744258621.347,-104.980,-41.016,-208.496,-65.918,-28.320
1744258621.350,8.301,-22.949,39.551,-25.391,50.293
1744258621.354,49.316,-15.137,150.879,-9.766,30.762
1744258621.358,-46.387,-27.832,-79.590,-54.199,-58.594
1744258621.362,-116.699,-48.340,-245.117,-71.289,30.762
1744258621.366,-37.109,-29.297,-27.344,-19.043,73.242
1744258621.370,49.805,-10.254,159.668,3.418,23.926
1744258621.374,-13.672,-24.414,-18.066,-37.598,-35.156
1744258621.378,-107.422,-35.156,-235.352,-74.219,-98.633
1744258621.382,-52.246,-21.973,-119.629,-55.664,16.602
1744258621.386,64.453,0.977,138.184,-27.832,-26.855
1744258621.389,39.062,-10.742,62.988,-46.387,-100.098
1744258621.393,-76.172,-36.621,-216.309,-72.266,-71.289
1744258621.397,-72.754,-33.691,-196.777,-43.457,-16.113
1744258621.401,48.828,-2.441,101.074,-12.207,110.352
1744258621.405,66.895,-0.977,141.602,-25.879,87.402
1744258621.409,-60.547,-35.156,-145.508,-69.824,-96.680
1744258621.413,-104.004,-42.480,-225.586,-66.895,-69.336
1744258621.417,4.395,-21.973,34.668,-20.508,55.176
1744258621.421,61.035,-20.508,154.785,-9.766,20.020
1744258621.425,-33.691,-44.922,-69.824,-39.551,-42.480
1744258621.429,-110.840,-59.570,-232.422,-54.688,-55.664
1744258621.432,-37.598,-35.645,-30.273,-19.531,8.789
1744258621.436,50.293,-22.461,174.316,32.227,-23.926
1744258621.440,-1.465,-41.992,29.297,25.391,-148.926
1744258621.444,-105.469,-56.641,-205.078,-39.062,-156.250
1744258621.448,-71.289,-44.434,-111.816,-34.180,-69.824
1744258621.452,46.387,-27.344,147.949,20.508,-107.422
1744258621.456,43.945,-40.039,90.820,24.902,-155.762
